,id,format,victory_status,book_moves,opening_name,winner,turns,white_id,white_rating,black_id,black_rating
1,l1NXvwaE,Blitz,resign,4,Nimzowitsch Defense: Kennedy Variation,black,16,a-00,1322,skinnerua,1261
2,mIICvQHh,Blitz,mate,3,King's Pawn Game: Leonardis Variation,white,61,ischia,1496,a-00,1500
3,kWKvrqYL,Classical,mate,3,Queen's Pawn Game: Zukertort Variation,white,61,daniamurashov,1439,adivanov2009,1454
4,9tXo1AUZ,Classical,mate,5,Philidor Defense,white,95,nik221107,1523,adivanov2009,1469
6,qwU9rasv,Rapid,resign,10,Blackmar-Diemer Gambit: Pietrowsky Defense,white,33,capa_jr,1520,daniel_likes_chess,1423
8,dwF3DJHO,Rapid,resign,6,Italian Game: Schilling-Kostic Gambit,black,66,ehabfanri,1439,daniel_likes_chess,1392
9,afoMwnLg,Rapid,mate,4,Scandinavian Defense: Mieses-Kotroc Variation,white,119,daniel_likes_chess,1381,mirco25,1209
23,UhXXBOMY,Rapid,resign,4,English Opening: King's English Variation |  Reversed Closed Sicilian,white,36,robotsmoke,1307,shivangithegenius,1106
24,mCij4hBq,Rapid,resign,3,Sicilian Defense: Smith-Morra Gambit #2,black,13,shivangithegenius,1113,ivangonzalez123,1423
25,ifUMWtVj,Rapid,mate,4,Queen's Pawn Game: Chigorin Variation,white,69,shivangithegenius,1078,sureka_akshat,1219
26,Wf0zuLQQ,Rapid,resign,8,Scotch Game: Haxo Gambit,white,43,gmcarlsen403,1825,shivangithegenius,1079
27,srz9QfSN,Rapid,mate,4,Queen's Pawn Game: Chigorin Variation,black,54,mannat1,1328,shivangithegenius,1038
28,NS6ccssb,Rapid,resign,4,Slav Defense,black,53,shivangithegenius,1056,biyanivedant01,1156
29,M3vpf2Ki,Rapid,mate,4,Queen's Gambit Refused: Marshall Defense,black,66,shivangithegenius,1077,chinmaysharma,1148
30,fXhNOnOn,Rapid,resign,3,Sicilian Defense: Smith-Morra Gambit #2,black,64,biyanivedant01,1358,shivangithegenius,1036
31,DiCTkvZH,Rapid,mate,6,Sicilian Defense: Canal Attack |  Main Line,black,64,rv0209,1200,shivangithegenius,1002
32,FSkgvV2E,Rapid,resign,3,Sicilian Defense,white,54,vihaandumir,1203,shivangithegenius,1019
35,lHNM8cl5,Rapid,resign,4,Robatsch (Modern) Defense,black,19,shivangithegenius,976,sorethea,1832
36,GfeEgLV3,Rapid,resign,10,Blackmar-Diemer Gambit: Tartakower Variation,white,28,rico21,1569,shivangithegenius,978
54,PBS4FEld,Rapid,resign,2,Zukertort Opening: Ross Gambit,white,8,wing175,1521,gerfsh,1162
55,0lDqWVlz,Blitz,resign,3,Sicilian Defense: Closed Variation,white,3,caramiecho72,1407,gerfsh,1500
56,O3wdIwg7,Rapid,resign,5,Vienna Game: Mengarini Variation,white,28,mazyaraghgmail,1492,wpc96,1458
57,48ktrxLp,Rapid,resign,8,Philidor Defense: Larsen Variation,black,30,anrk,1414,wpc96,1442
58,i2GBGO0R,Rapid,resign,5,Scotch Game,black,44,wpc96,1457,tbaruel,1294
59,QZSTu1aT,Rapid,resign,6,Philidor Defense: Lopez Countergambit,white,29,acahn,1525,wpc96,1466
60,9tU9MM6P,Blitz,resign,3,French Defense: Knight Variation,black,37,iskendermyucel,1207,oldpaths,1579
61,ztpC1S2c,Blitz,resign,2,Modern Defense,white,49,oldpaths,1567,david1488,1573
62,qc8aH5XL,Blitz,resign,2,Horwitz Defense,black,32,oldpaths,1578,lc777,1605
63,6sTz6t7D,Blitz,resign,6,Blumenfeld Countergambit #2,white,25,jordanfury,1939,oldpaths,1581
64,XuyVUkDi,Blitz,mate,2,French Defense #2,black,40,porquepepe,1618,oldpaths,1568
65,D5Oa4vGO,Blitz,resign,2,Zukertort Opening: Kingside Fianchetto,white,39,gio1212,1755,oldpaths,1574
66,6QAiH2Yy,Rapid,resign,2,Indian Game,white,57,oldpaths,1561,rubberchicken04,1596
67,l7top9ps,Blitz,resign,3,French Defense: Queen's Knight,black,78,berejokserg,1500,oldpaths,1554
68,nG3Of11I,Rapid,resign,3,Queen's Pawn Game: Mason Attack,white,61,oldpaths,1544,trump216bc,1461
69,cUzM68JF,Classical,resign,3,Queen's Pawn Game: Mason Attack,black,44,oldpaths,1563,efer003,1335
70,NZSBXWl2,Classical,mate,2,Queen's Pawn,black,62,oldpaths,1579,fcolpo,1470
71,DHuXFP6C,Classical,mate,2,Indian Game,white,87,chesschumpchamp,1617,oldpaths,1590
72,00R4UOcU,Classical,mate,7,French Defense: Advance |  Steinitz Variation,black,54,aminox,1207,oldpaths,1588
73,IN15cBnB,Rapid,resign,3,Queen's Pawn Game: Mason Attack,black,54,oldpaths,1595,sale0706,1547
74,WYOts2ME,Rapid,resign,5,French Defense: Exchange Variation,white,37,redar1,1855,oldpaths,1599
75,oWFQ8mnz,Rapid,resign,2,Horwitz Defense,white,50,oldpaths,1589,insequitur,1547
76,i2I8y9Xh,Classical,resign,5,Queen's Pawn Game: London System,white,131,oldpaths,1571,tb-123,1728
77,osPCRdxJ,Classical,resign,3,French Defense: Chigorin Variation,white,48,tb-123,1720,oldpaths,1579
78,Mi1AmkiI,Rapid,resign,5,Queen's Pawn Game: London System,black,47,oldpaths,1579,iris_foxspring,2105
79,7kK30TmL,Rapid,mate,3,French Defense: La Bourdonnais Variation,black,64,zoro55,1768,oldpaths,1560
80,ThCXomTn,Rapid,resign,3,Queen's Pawn Game: Mason Attack,white,61,oldpaths,1552,geburah,1436
81,4dH72B3d,Rapid,mate,5,Queen's Pawn Game: London System,white,57,oldpaths,1536,urmil007,1667
82,4jRtIZTy,Rapid,resign,2,English Opening: Anglo-Lithuanian Variation,white,51,serai,1521,oldpaths,1549
83,wNK2HdLb,Rapid,mate,3,Crab Opening,black,58,allahdeweswin,1251,oldpaths,1545
84,d62Tg4dc,Rapid,resign,3,Queen's Pawn Game: Mason Attack,white,71,oldpaths,1537,antoniogallero,1408
85,TaSQfvww,Rapid,resign,1,Queen's Pawn,white,114,oldpaths,1522,matheuswillx,1512
86,Xwpzq87m,Rapid,resign,11,French Defense: Winawer Variation |  Advance Variation #2,white,39,euler_jr,1602,oldpaths,1532
87,AHmgnsKz,Rapid,resign,5,Queen's Pawn Game: London System,black,20,oldpaths,1543,euler_jr,1593
88,MfNml1rl,Classical,resign,3,Queen's Pawn Game: Mason Attack,black,48,oldpaths,1556,krillnor,1539
89,mEAvshF2,Classical,mate,3,French Defense: Knight Variation,black,34,hoanghieudro2,1409,oldpaths,1548
90,ySsVdRfw,Classical,resign,5,Queen's Pawn Game: London System,white,51,oldpaths,1539,hoanghieudro2,1418
91,ylLqmXwb,Classical,resign,3,French Defense: Queen's Knight,white,69,ehabhaddad,1603,oldpaths,1550
92,8mceLIXN,Classical,resign,4,Queen's Pawn Game: Steinitz Countergambit,white,28,oldpaths,1542,gabrielsol,1399
93,YmJpuJkM,Classical,resign,5,Queen's Pawn Game: London System,black,62,oldpaths,1546,crushmik,1877
94,PNNfempy,Classical,mate,4,Queen's Indian Defense,black,62,amary33,1134,oldpaths,1535
95,TVfozmF5,Classical,mate,2,Horwitz Defense,white,85,oldpaths,1513,remisero,1784
96,4LX77G3m,Classical,resign,5,Queen's Pawn Game: London System,white,38,oldpaths,1501,ryan94,1445
98,h1unxHlo,Rapid,draw,4,Queen's Gambit Refused: Marshall Defense,draw,113,avelez8,1745,anonymous1705,1714
99,OIyTAHCP,Rapid,resign,4,Queen's Gambit Refused: Marshall Defense,white,62,avelez8,1734,ars01,1748
100,bnCnIJSz,Rapid,resign,6,French Defense: Marshall Variation,white,101,salah04,1942,avelez8,1739
101,ZzWyY1f8,Rapid,outoftime,7,Scotch Game,white,75,avelez8,1724,vincenzo2000,1855
102,mkKSL3Ev,Rapid,mate,11,French Defense: Advance Variation |  Main Line,white,135,majid_alsalhi,1951,avelez8,1729
103,aVwWNjNR,Rapid,outoftime,5,Philidor Defense,white,81,avelez8,1726,pavankumarg,1388
104,DNUmSBH4,Rapid,resign,6,Gruenfeld Defense,black,46,avelez8,1735,mrmaccc,1806
105,Tlng5eqN,Rapid,mate,3,French Defense: Knight Variation,black,70,hopefullman15,1597,avelez8,1728
106,wljkejE0,Rapid,resign,10,French Defense: Rubinstein Variation |  Fort Knox Variation,white,39,laeca53,1743,avelez8,1738
107,iNZuj8bY,Rapid,resign,7,Queen's Gambit Declined: Traditional Variation,white,91,totoymate,1721,avelez8,1750
108,Kan2JKOp,Rapid,outoftime,5,Queen's Gambit Accepted: Old Variation,white,137,avelez8,1746,frynoodles,1487
109,bCUwPEJ7,Rapid,resign,9,French Defense: Advance Variation |  Paulsen Attack,black,46,jdalcheco,1744,avelez8,1735
110,zTwM10Si,Rapid,resign,9,Queen's Gambit Declined: Semi-Tarrasch |  5.cxd5,black,18,avelez8,1749,yolandoparada,1631
111,PBQ5Il7e,Rapid,resign,5,Queen's Gambit Accepted: Old Variation,black,28,avelez8,1769,murattibogurcu,1396
112,z1LTn4pe,Blitz,resign,5,Yusupov-Rubinstein System,black,40,cdvh,1795,hunecel,1760
113,7NKtCk3B,Rapid,mate,5,Queen's Gambit Declined: Queen's Knight Variation,white,111,hafedfree,1729,cdvh,1795
114,TMtvbg3w,Rapid,mate,6,Ruy Lopez: Classical Variation,black,54,decem,1795,cdvh,1784
115,0OXPfTEt,Rapid,resign,3,Queen's Pawn Game: Zukertort Variation,white,33,cdvh,1770,japcan,1872
116,YzMf40DM,Rapid,resign,5,Queen's Pawn Game: London System,black,90,cdvh,1783,raubstein,1721
117,q3NHAFFp,Rapid,resign,7,Ruy Lopez: Classical Variation |  Central Variation,black,90,ashishbarda,1884,cdvh,1768
118,Gz7Icasx,Rapid,mate,5,Bishop's Opening: Ponziani Gambit,black,40,omid163,1756,cdvh,1756
119,3n4poRIX,Blitz,outoftime,5,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order,white,49,cdvh,1724,capito2017,1958
120,XRuQPSzH,Rapid,resign,6,King's Indian Attack: French Variation,black,50,chess-brahs,2036,cdvh,1706
121,XPZikam7,Rapid,mate,5,Queen's Pawn Game: London System,white,59,cdvh,1706,dashy1,925
122,5SNh53F9,Rapid,outoftime,4,Nimzowitsch Defense: Mikenas Variation,black,26,mosheaugustyn,1244,sassou,1219
123,ezdEKpqG,Rapid,mate,5,Italian Game,white,23,sassou,1215,memoryberat,921
124,WyQjriEX,Rapid,mate,5,Alekhine Defense #2,black,118,fatmat,1350,sassou,1201
125,vAOIY0jj,Rapid,mate,4,Sicilian Defense: Nimzowitsch Variation,black,66,sassou,1210,alpheus23,1280
126,gHld9WSr,Rapid,draw,8,Four Knights Game: Italian Variation,draw,120,sureka_akshat,1139,sassou,1212
127,dh2xQb3X,Rapid,mate,11,Italian Game: Two Knights Defense |  Fried Liver Attack,black,36,sassou,1220,kapi77,1341
128,TKwuIzb6,Rapid,mate,6,Italian Game: Anti-Fried Liver Defense,black,26,sassou,1234,cohiba_313,1359
129,s752sCLr,Rapid,resign,11,Italian Game: Two Knights Defense |  Fried Liver Attack,black,62,sassou,1275,bagelsfu,1236
130,lKYmVLZt,Rapid,resign,3,Alekhine Defense: Maroczy Variation,white,37,sabayossi,1433,sassou,1282
131,dRhehsEy,Rapid,resign,4,Queen's Gambit Refused: Marshall Defense,black,24,trelynn17,1132,sassou,1276
133,ahwTovI0,Rapid,resign,7,Alekhine Defense: Two Pawn Attack |  Lasker Variation,black,37,laeufer26,1228,sassou,1266
134,fgK91ojo,Rapid,resign,5,Caro-Kann Defense: Exchange Variation,black,24,sassou,1273,popsun,1409
135,Cmhkui8U,Rapid,resign,3,Queen's Pawn Game #2,white,9,mdaboczi,1338,sassou,1277
136,TRpFAEWd,Rapid,mate,8,Sicilian Defense: Modern Variations |  Main Line,white,47,sassou,1263,marktop1,1336
137,btHFH9xr,Rapid,mate,2,English Opening: King's English Variation,white,85,rougethunder,1316,sassou,1273
138,G9xaiPFl,Rapid,mate,2,Goldsmith Defense,white,39,sassou,1248,shobik24,1253
139,RkMlSx4r,Rapid,mate,6,Nimzo-Indian Defense,black,58,maninayebi,1335,sassou,1233
140,Z1CTghfR,Rapid,mate,11,Italian Game: Two Knights Defense |  Fried Liver Attack,white,95,sassou,1223,agilm,1189
141,X4QqWp8Q,Rapid,resign,2,Alekhine Defense,black,2,pune123,1443,sassou,1204
142,R6dF4yRx,Rapid,mate,4,Queen's Gambit Refused: Marshall Defense,white,97,failedocean,1227,sassou,1216
143,PLxCc87r,Rapid,draw,5,Italian Game,draw,12,sassou,1215,lumipa,1219
144,p7a4FGwp,Rapid,resign,8,Four Knights Game: Italian Variation,white,30,fastandbulbous420,1227,sassou,1227
145,3udM9T6k,Rapid,mate,8,Bogo-Indian Defense: Exchange Variation,white,43,minimouf,1550,sassou,1225
146,hkMNenrh,Rapid,resign,2,Alekhine Defense,white,11,goodolddaystr,1325,sassou,1234
147,jrmlULM0,Rapid,mate,5,Alekhine Defense: Saemisch Attack,black,72,gonzalogp98,1212,sassou,1221
148,JbLparSt,Rapid,mate,3,King's Knight Opening,black,156,sassou,1226,vladimir_shindin,1478
149,mqZFkCf3,Classical,resign,4,Queen's Gambit Declined,black,18,sassou,1228,martin74,1626
151,MgL176RS,Classical,resign,5,Alekhine Defense: Two Pawn Attack,black,32,quent0,1422,sassou,1210
152,V16nc5AF,Rapid,resign,5,Vienna Game: Vienna Gambit,white,35,dangerflaps,1186,sassou,1223
153,GT8TdRlm,Rapid,mate,2,Modern Defense,white,85,sassou,1212,shazzam9999,1212
154,2P2u5f63,Rapid,resign,6,Scandinavian Defense: Panov Transfer,black,50,sassou,1228,chessn00b47,1343
155,15nlkNRf,Rapid,resign,5,Yusupov-Rubinstein System,white,111,japonxino,1865,isachess,1862
156,xwl41jna,Blitz,outoftime,5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,white,65,isachess,1852,roshan_ie,1852
157,1zRjgcqm,Rapid,resign,4,Benoni Defense,white,73,cliff_walker,1833,isachess,1863
158,vfnLULoh,Rapid,resign,4,Sicilian Defense: Hyperaccelerated Dragon,white,125,isachess,1851,sergej1956,1918
159,ut6LIGPI,Rapid,resign,6,Italian Game: Anti-Fried Liver Defense,black,76,isachess,1861,pogrib,1844
160,1KbSJtjs,Rapid,outoftime,6,Ruy Lopez: Berlin Defense #2,white,65,isachess,1853,tartetatin,1774
161,cqrATt9o,Rapid,mate,11,Sicilian Defense: Najdorf |  Lipnitsky Attack,white,41,juncinmestrella,1910,isachess,1862
162,deKfSOPy,Rapid,resign,3,French Defense: Knight Variation,white,59,isachess,1851,robinhood76,1890
163,vQ1psjxd,Rapid,resign,5,Sicilian Defense: Delayed Alapin,black,70,tohaimr7,1860,isachess,1840
164,k1qV5HHz,Classical,resign,5,Sicilian Defense: Canal-Sokolsky Attack,white,34,zpectral-chess,1828,isachess,1848
165,QQ3iIM2V,Blitz,outoftime,1,Amar Opening,white,69,javier_temperley,1855,isachess,1858
166,GppFo58m,Rapid,resign,8,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,white,63,isachess,1847,jadesummer,1895
167,BoDJGVyk,Rapid,resign,4,Sicilian Defense,white,107,jadesummer,1885,isachess,1856
168,tqirXAEm,Classical,resign,1,Queen's Pawn,white,58,isachess,1847,borvel,1802
170,3eLsB99C,Rapid,outoftime,3,Sicilian Defense: Alapin Variation,black,100,demetrio50,1840,isachess,1837
171,M6zMVwqK,Blitz,resign,4,Sicilian Defense: French Variation,black,80,isachess,1848,maxpiz5,1806
172,yrQWTJVz,Rapid,resign,3,French Defense: Knight Variation,black,44,isachess,1860,philiveykk,1820
173,aF6DiZZe,Rapid,outoftime,3,Paleface Attack,black,40,azcatdave,1854,isachess,1849
174,0dm3RaQv,Rapid,outoftime,4,Sicilian Defense,white,105,fikr,1895,isachess,1859
175,BxxAvvER,Rapid,resign,6,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,black,50,isachess,1866,samdooley,1965
178,oaKcGCrO,Rapid,resign,6,Ruy Lopez: Bird Variation,black,69,isachess,1877,dzigibau,1860
179,xMezmOBz,Blitz,mate,11,Sicilian Defense: Najdorf Variation |  Adams Attack,white,77,edil1800,1849,isachess,1874
180,46AuHfcq,Blitz,mate,6,Blumenfeld Countergambit #2,black,158,humb,1835,isachess,1865
181,A7ddojjI,Rapid,draw,7,Italian Game: Two Knights Defense |  Modern Bishop's Opening,draw,107,isachess,1866,claudiucojo,1835
182,SGqoxO3v,Rapid,mate,12,Ruy Lopez: Morphy Defense #2,white,117,isachess,1856,abikhoshnavaz,1829
183,pHJ5zXyE,Rapid,resign,8,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,white,44,isachess,1845,sakkkakas,1846
184,WqMvA7iE,Rapid,resign,4,Sicilian Defense: Old Sicilian,black,40,seetripuu,1834,isachess,1835
185,s3v6jMaX,Rapid,resign,2,Caro-Kann Defense,white,59,seif22,1846,isachess,1845
187,PHYPEO42,Rapid,resign,4,Scandinavian Defense: Mieses-Kotroc Variation,black,30,isachess,1858,tajbo4,1790
188,NgZ8xxFe,Rapid,resign,4,Sicilian Defense: Old Sicilian,black,54,nespil,1871,isachess,1847
189,1ZeBVc5V,Rapid,resign,5,Philidor Defense,black,69,isachess,1846,turix,1869
190,OmwDxZpJ,Rapid,mate,3,Sicilian Defense: Alapin Variation,black,178,sergeylobanov,1843,isachess,1836
191,JewxmuG9,Rapid,resign,2,Sicilian Defense,black,136,clown_with_a_knife,1800,isachess,1826
193,t7vvcwqO,Rapid,resign,1,Hungarian Opening,black,96,phileasfrog,1290,taranga,1270
194,igSDFKv0,Rapid,outoftime,4,Queen's Pawn Game #3,white,53,patrizio67,1331,taranga,1281
195,facMwkUo,Rapid,mate,1,Van't Kruijs Opening,white,39,piroz_xucestih,1304,taranga,1292
196,j5KY62yS,Rapid,mate,3,French Defense: Normal Variation,black,10,taranga,1305,piroz_xucestih,1293
197,nyYULwUl,Rapid,mate,8,Center Game: Berger Variation,white,51,lelik3310,1308,taranga,1317
198,h0YsGMhj,Rapid,resign,13,Italian Game: Giuoco Piano |  Greco's Attack,black,18,cesar1945,1296,taranga,1305
201,UvqLtnPM,Blitz,mate,7,Ruy Lopez: Exchange Variation,white,59,xapoh,1500,taranga,1299
202,1b0kpInt,Blitz,mate,3,Caro-Kann Defense,white,111,taranga,1288,jamila1234,1232
203,dJEtAQp7,Blitz,resign,9,Ruy Lopez: Morphy Defense |  Tarrasch Variation,black,28,taranga,1289,hknight_chess,2108
212,QurxyQkA,Rapid,mate,8,Ruy Lopez: Morphy Defense |  Caro Variation,white,73,moon50,1409,taranga,1297
213,mJ9VpdxV,Rapid,mate,6,Italian Game: Anti-Fried Liver Defense,white,159,taranga,1280,moon50,1485
216,dFQ5D7CS,Rapid,mate,6,Philidor Defense #4,black,112,taranga,1281,naoufel,1765
217,2FpFvoMt,Rapid,resign,4,Petrov's Defense,black,104,taranga,1288,moon50,1454
218,cywOBEY5,Rapid,mate,5,Queen's Gambit Refused: Chigorin Defense #2,black,40,moon50,1560,taranga,1270
219,pnU8dLUx,Rapid,mate,4,Sicilian Defense: Jalalabad Variation,black,44,taranga,1274,moon50,1534
220,lE65efFF,Rapid,draw,6,Italian Game: Anti-Fried Liver Defense,draw,150,taranga,1259,moon50,1663
221,bCVL4bZl,Rapid,mate,5,Queen's Pawn Game: London System,black,60,trotil45,1614,taranga,1238
222,WUyPeYW8,Rapid,mate,11,French Defense: Advance Variation |  Milner-Barry Gambit,white,37,taranga,1221,hsanderr,1417
223,xRY7h8aS,Rapid,outoftime,7,Sicilian Defense: Open #3,black,88,taranga,1222,madara21,1732
224,92UGyHOr,Rapid,mate,7,Ruy Lopez: Exchange Variation,white,113,hallowdance,1232,taranga,1234
225,UqxaqU7R,Classical,mate,8,Russian Game: Damiano Variation |  Kholmov Gambit,white,55,taranga,1240,kingofchess2017,1219
226,TTzZc8gW,Rapid,mate,5,English Opening: Carls-Bremen System,white,135,harrygz,1590,dbschultz,1600
227,F7oADKYb,Rapid,draw,5,Italian Game,draw,137,rinoooo,1568,dbschultz,1617
228,GoYkQEoS,Rapid,outoftime,6,Four Knights Game,white,97,dbschultz,1500,nienkotter,1358
232,VVkKGe4E,Classical,resign,4,Scandinavian Defense: Mieses-Kotroc Variation,white,91,thegrim123321,1377,batatinhaazul,1249
233,11VaOez1,Classical,resign,4,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,white,53,kingestee33,1375,thegrim123321,1389
234,2akR3Bit,Rapid,mate,5,Philidor Defense,white,49,thegrim123321,1378,baconneggs,1361
235,mG2dEz4z,Rapid,mate,4,King's Pawn Game: Maroczy Defense,black,48,deragon63,1261,thegrim123321,1371
236,xrZnbIGD,Rapid,resign,4,Sicilian Defense: Old Sicilian,black,20,thegrim123321,1380,brainiac007,1429
237,lOU3lddA,Rapid,mate,6,Russian Game: Damiano Variation,white,87,thegrim123321,1369,danilo1961,1368
238,xYEVgk0W,Rapid,resign,9,Ruy Lopez: Morphy Defense |  Mackenzie Variation,white,11,piechess97,1290,thegrim123321,1371
239,QnXuc72h,Rapid,draw,2,St. George Defense,draw,110,thegrim123321,1372,merthy70,1326
240,ejaSwZEr,Blitz,resign,1,Van't Kruijs Opening,white,24,thekingdomcome,1361,thegrim123321,1383
241,3ZfA3gFa,Rapid,resign,4,English Opening: King's English Variation |  Two Knights Variation,white,23,rookreversal,1217,thegrim123321,1399
242,WoOqoYEL,Rapid,mate,5,Ruy Lopez,white,81,thegrim123321,1387,ranie123,1447
244,ZctgRAt4,Rapid,mate,4,Philidor Defense #2,white,103,thegrim123321,1377,tecnoch,1351
245,VuZ0dzhO,Classical,resign,4,King's Pawn Game: McConnell Defense,black,29,thegrim123321,1389,dantesmontecristo,1339
248,hVSNfLer,Blitz,mate,9,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,black,46,annael88,1395,thegrim123321,1378
249,XyM6zTew,Blitz,outoftime,6,Ruy Lopez: Bird Variation,white,23,thegrim123321,1370,ziogasparo14,1257
250,5sEcA5zs,Rapid,resign,5,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,white,31,thegrim123321,1360,tcgil,1332
253,rth667hB,Classical,mate,5,Italian Game,white,31,thegrim123321,1354,onafets26,1217
254,rb7lq7dT,Rapid,resign,5,Queen's Gambit Accepted: Old Variation,black,38,shivcool,1245,thegrim123321,1346
256,hfNJtVnd,Classical,resign,4,King's Indian Attack: Keres Variation #2,white,105,thegrim123321,1336,an73r05,1287
259,o1qwAoUy,Blitz,resign,6,French Defense: Advance Variation #4,black,38,myalcin64,1649,eideral,1547
260,voV4ekhS,Blitz,resign,3,French Defense: Knight Variation,black,110,tutubelezza,1426,eideral,1527
261,VUCRbEm8,Rapid,resign,8,Ruy Lopez: Morphy Defense |  Caro Variation,black,48,eideral,1557,fva,1547
265,AUzK1bj8,Rapid,outoftime,11,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,white,177,au118,1535,eideral,1609
266,R5SfPQiB,Rapid,mate,2,Hungarian Opening: Indian Defense,black,114,abel4865,1713,eideral,1558
267,VXdhNTk5,Rapid,resign,2,Owen Defense,white,57,eideral,1497,abel4865,1730
268,kTRSenmv,Blitz,resign,5,Italian Game,white,57,tca1004,1437,eideral,1552
270,PEIWrbTQ,Blitz,mate,5,Sicilian Defense,white,29,eideral,1513,atorius,1456
271,8hlHAFPF,Rapid,resign,7,Italian Game: Two Knights Defense |  Modern Bishop's Opening,black,70,pablocas,1355,eideral,1478
272,BwBDbyKq,Rapid,mate,6,Italian Game: Anti-Fried Liver Defense,white,97,tabellaria,1638,grubear,1614
273,E41MaCB9,Blitz,resign,11,Caro-Kann Defense: Maroczy Variation |  Maroczy Gambit,white,99,tabellaria,1613,rangelelbano,1934
275,HYMGpINp,Blitz,mate,2,Queen's Pawn Game,black,48,playforpleasure,1776,tabellaria,1587
276,L9UeFctE,Rapid,mate,6,French Defense: Marshall Variation,white,77,tabellaria,1568,mattieuw2,1593
277,DbYHY9Bc,Rapid,resign,6,Scandinavian Defense: Icelandic-Palme Gambit,black,80,mattieuw2,1605,tabellaria,1546
278,7fftvkF6,Blitz,resign,5,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,white,35,tabellaria,1518,snowden,1709
279,IlQp1eqc,Rapid,resign,8,Semi-Slav Defense: Noteboom Variation,white,33,sombragris,1728,tabellaria,1527
280,atgsbOBS,Rapid,mate,4,Scandinavian Defense: Mieses-Kotroc Variation,white,87,tabellaria,1515,blackphish,1379
281,Kx4jd1Oo,Rapid,resign,4,Robatsch (Modern) Defense,black,40,tabellaria,1538,jabar72,1501
282,5vg0pHEg,Rapid,resign,4,Queen's Gambit Declined,black,54,jabar72,1511,tabellaria,1516
283,5uNNVd3c,Rapid,resign,9,Ruy Lopez: Exchange Variation |  Normal Variation,black,67,little---a,1464,tabellaria,1495
284,aGVLNoTY,Rapid,mate,4,King's Pawn Game: Damiano Defense,white,21,tabellaria,1470,little---a,1475
285,W4eyc9dH,Rapid,mate,6,Italian Game: Schilling-Kostic Gambit,black,14,pasch0s,1490,tabellaria,1440
287,eRHQGmr2,Rapid,outoftime,8,Nimzo-Indian Defense: Ragozin Variation,black,72,nadanadora,1611,xtreh,1945
288,D45fTp2y,Rapid,resign,5,English Opening: Symmetrical Variation |  Anti-Benoni Variation,black,62,vpull9,1584,nadanadora,1611
289,lTOKfWMv,Rapid,resign,1,Van't Kruijs Opening,black,48,ramzaid,1942,nadanadora,1611
290,sd7oPNum,Rapid,outoftime,6,Four Knights Game,black,6,mejjes,1217,nadanadora,1611
291,xLmd5oZZ,Classical,draw,12,Semi-Slav Defense: Chigorin Defense,draw,69,nadanadora,1611,qaisahleyorof,2059
292,T3gAyyeH,Rapid,resign,4,Sicilian Defense: Quinteros Variation,white,72,nadanadora,1611,googol100,1478
293,HDPjH5bD,Rapid,mate,5,King's Pawn Game: Dresden Opening,black,40,googol100,1486,nadanadora,1552
294,cFSW3SMi,Rapid,mate,2,Modern Defense,white,29,nadanadora,1453,googol100,1496
295,wsNnVC6Y,Rapid,resign,2,English Defense #2,white,44,nadanadora,1340,gatorman,1326
296,UxvU6EN4,Rapid,mate,3,French Defense: Steinitz Attack,white,59,corvusossifragus,1532,nadanadora,1500
297,mjXUQnww,Rapid,resign,6,King's Gambit Accepted |  Fischer Defense,white,115,doom12384,1560,ramirorldn,1557
298,lC84DiKq,Rapid,resign,2,Bird Opening: Dutch Variation,black,70,doom12384,1571,vektor-mw,1577
299,A17jdHS8,Rapid,resign,2,Bird Opening,black,36,doom12384,1580,eze33,1617
300,t5ixT6HN,Rapid,resign,7,Four Knights Game: Gunsberg Variation,white,83,quarks_sparks,1531,doom12384,1593
301,8uZRNw8n,Rapid,draw,9,Four Knights Game: Ranken Variation,draw,99,lagos16,1449,doom12384,1597
302,vwQzM7Sg,Rapid,resign,6,King's Gambit Accepted |  Schallopp Defense,white,43,pepe100,1743,doom12384,1604
303,I4zyNfPo,Rapid,resign,8,Four Knights Game: Spanish Variation |  Classical Variation,white,89,runmael,1604,doom12384,1614
304,6eQ92lsE,Rapid,resign,3,Queen's Pawn Game: Mason Attack,black,96,nitegazer,1550,doom12384,1605
314,jVXtr42v,Classical,resign,1,Polish Opening,white,65,ernestillo,1790,bwalmer,1874
315,ZXM2sX4y,Classical,resign,5,Sicilian Defense: Closed Variation |  Fianchetto Variation,white,81,bwalmer,1864,ajaysharma261253,1805
316,UFKSc5hH,Classical,resign,3,Indian Game: Tartakower Attack,black,45,atilioss,1496,bwalmer,1861
317,jhA7bDVC,Classical,resign,8,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,white,52,bwalmer,1851,yura_kudelia_12,1853
