,id,format,victory_status,book_moves,opening_name,winner,turns,white_id,white_rating,black_id,black_rating
18149,MiQIBk76,Rapid,mate,6,French Defense: Rubinstein Variation,white,31,fabian1104,2051,klf,1941
18150,wRReUrfh,Rapid,resign,6,Ruy Lopez: Steinitz Defense,white,95,fabian1104,2041,gagomanuk71,1987
18151,ezn99hc6,Rapid,mate,6,Nimzo-Indian Defense,black,24,kleinmeister,1900,fabian1104,2034
18152,NuCOg2iT,Rapid,resign,3,Sicilian Defense: Bowdler Attack,black,52,agimymeri1,2007,fabian1104,2023
18153,GbWyAZdj,Rapid,resign,1,English Opening,white,33,fabian1104,2015,mteru,1876
18154,b46J9zEQ,Rapid,resign,11,Queen's Gambit Declined: Exchange Variation |  Reshevsky Variation,black,95,mr_goodcat,2184,fabian1104,1998
18155,JRpms95z,Rapid,resign,2,English Opening: Symmetrical Variation,white,21,fabian1104,1992,ardabaycu,1765
18156,kprmKNXG,Rapid,resign,13,Sicilian Defense: Richter-Rauzer Variation |  Vitolins Variation,black,84,emreozatakan,2083,fabian1104,1977
18157,wvPVI3Xo,Rapid,resign,2,Zukertort Opening: Slav Invitation,white,23,fabian1104,1970,teoriasdepororo,1823
18158,1mrRw76x,Rapid,resign,10,Sicilian Defense: Classical Variation,white,24,gojs,1746,fabian1104,1989
18159,JhTpZuIK,Rapid,resign,14,Neo-Gruenfeld Defense: Delayed Exchange Variation,white,59,fabian1104,1975,dauviwyari,2034
18160,kJXLVRli,Rapid,resign,4,Sicilian Defense,white,89,mastoo,1988,fabian1104,1987
18161,7NlYZjQh,Rapid,resign,10,Sicilian Defense: Classical Variation,black,24,stephenmorley,1905,fabian1104,1977
18162,seWRXU9Y,Rapid,mate,2,Caro-Kann Defense,white,75,fabian1104,1974,cusha,1636
18163,5Mfrkr6A,Rapid,resign,8,Scandinavian Defense: Main Line |  Mieses Variation,white,37,fabian1104,1973,donbass23,1399
18164,kRRPNHF1,Rapid,mate,2,Queen's Pawn Game,black,48,garroteitor,1613,fabian1104,1970
18165,jrNRaCQd,Rapid,resign,6,Elephant Gambit: Paulsen Countergambit,white,49,fabian1104,1963,umma,1837
18166,3aB5ZEok,Rapid,mate,1,Mieses Opening,black,76,garroteitor,1612,fabian1104,1960
18167,YlQG1ybo,Rapid,resign,7,Queen's Gambit Accepted: Normal Variation,white,41,fabian1104,1955,nemi007,1696
18168,reTghG7u,Rapid,mate,4,Indian Game: Spielmann-Indian,white,49,fabian1104,1943,arnoldtrump,1983
18169,BB9BM0qq,Rapid,mate,2,Zukertort Opening: Black Mustang Defense,white,85,fabian1104,1933,trippinboris,1881
18170,39MQzlta,Rapid,outoftime,8,Slav Defense: Two Knights Attack,white,171,marco2771,1894,fabian1104,1946
18171,Bj28IBDH,Rapid,resign,3,Sicilian Defense: McDonnell Attack,black,72,igor76,2121,fabian1104,1929
18172,1zf3E5Qv,Rapid,resign,7,Scotch Game,white,91,fabian1104,1916,giosav,1943
18173,EZwBo2CM,Rapid,resign,4,Alekhine Defense: Scandinavian Variation,black,40,hamid7613,1550,fabian1104,1913
18174,h2lvMMdk,Rapid,resign,4,Alekhine Defense: Scandinavian Variation,white,32,kasparovkapvara,1963,fabian1104,1924
18175,QeczVYS5,Rapid,mate,7,Queen's Gambit Refused: Albin Countergambit |  Normal Line,white,45,fabian1104,1907,neo_dima86,2051
18176,c3nGa1z7,Rapid,draw,3,Queen's Pawn Game #2,draw,119,vrtek,1961,fabian1104,1905
18177,vPNbwJZr,Rapid,resign,4,King's Indian Attack,white,57,fabian1104,1899,kamda,1702
18178,6JVTSSMV,Rapid,mate,5,Alekhine Defense: Two Pawn Attack,black,66,giosav,1902,fabian1104,1886
18179,KJnuRHSp,Rapid,mate,6,Scandinavian Defense: Main Line,white,65,fabian1104,1881,malr70,1671
18180,AFfIoodW,Rapid,mate,2,Owen Defense,white,49,fabian1104,1875,grzybiarz85,1680
18181,6pANn05J,Rapid,resign,2,Zukertort Opening: Slav Invitation,white,74,fabian1104,1871,natureevaluated,1500
18182,w2mI7zeJ,Rapid,mate,8,Nimzo-Indian Defense: Classical Variation |  Noa Variation,black,124,lbzmo,2106,fabian1104,1852
18183,CjnJA5t6,Rapid,draw,6,Benko Gambit,draw,125,fabian1104,1844,loran,2110
18184,hnKzGwjc,Rapid,mate,4,Queen's Gambit Refused: Marshall Defense,white,111,bucheraar,1500,tsioryblacklight,1262
18185,vxGvjkDU,Rapid,resign,3,French Defense: La Bourdonnais Variation,black,60,vslivka,1780,alvarovix,1846
18186,1TsWfytS,Rapid,resign,1,Van't Kruijs Opening,white,65,uraffaele,1750,alvarovix,1863
18187,Ed3Qd4iE,Rapid,mate,3,Sicilian Defense: Bowdler Attack,black,70,davar0000,1628,alvarovix,1857
18188,bNS5TNSG,Rapid,mate,4,Sicilian Defense: French Variation,white,151,alvarovix,1841,rajapirka,1929
18189,cANR872D,Rapid,outoftime,10,Sicilian Defense: Scheveningen Variation,black,120,giamfede11,1624,alvarovix,1835
18190,8ymlWbZW,Rapid,mate,1,Van't Kruijs Opening,black,82,nakuradesu,1301,lukakantar,1123
18191,oA1HWOxL,Rapid,mate,4,Nimzowitsch Defense: Franco-Nimzowitsch Variation,white,33,jib65,1395,nakuradesu,1309
18192,TkhdzMRq,Rapid,mate,2,Horwitz Defense,white,39,deecee,1300,nakuradesu,1321
18193,WFFrvFO5,Rapid,resign,1,Van't Kruijs Opening,black,91,nakuradesu,1328,albertolondonom,1429
18194,t44MS6ER,Rapid,outoftime,2,French Defense #2,white,79,d8336,1415,nakuradesu,1337
18195,fdGeq59t,Rapid,mate,4,Rat Defense: Small Center Defense,white,51,jvd1khaz,1502,nakuradesu,1343
18196,Ap40le6f,Classical,resign,3,French Defense: Steinitz Attack,black,96,luisroobert,1320,nakuradesu,1333
18197,3FJQeuvq,Classical,resign,1,Van't Kruijs Opening,black,39,nakuradesu,1345,luisroobert,1308
18198,kf29cjt3,Classical,mate,1,Van't Kruijs Opening,white,53,nakuradesu,1339,quepoja,1177
18199,daNnZ1bG,Blitz,resign,1,Van't Kruijs Opening,black,86,nakuradesu,1349,epicm14,1368
18200,IMGVqSAp,Blitz,resign,3,French Defense: La Bourdonnais Variation,black,34,epicm14,1380,nakuradesu,1337
18201,16ihgTNN,Classical,resign,4,French Defense: Mediterranean Defense,black,46,dantesmontecristo,1173,nakuradesu,1331
18202,XuBCPbmP,Rapid,resign,1,Van't Kruijs Opening,white,17,nakuradesu,1327,davidpsimoes,1211
18203,juZKdums,Rapid,mate,5,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,white,69,m-1369,1313,nakuradesu,1339
18204,rmh7njTT,Rapid,mate,1,Van't Kruijs Opening,black,38,nakuradesu,1351,kramer81,1298
18205,tf20iKzL,Rapid,resign,8,Four Knights Game: Spanish Variation |  Rubinstein Variation,black,48,alex16pet,1292,nakuradesu,1342
18206,lzXR3how,Blitz,resign,6,Ruy Lopez: Cozio Defense,white,87,jackfr0st,1480,nakuradesu,1349
18207,wkSVjBqB,Blitz,resign,1,Van't Kruijs Opening,black,56,nakuradesu,1357,jackfr0st,1472
18208,qIRVxdSv,Classical,mate,1,Van't Kruijs Opening,black,52,spanishamerican,1295,nakuradesu,1347
18209,zOQ7IqSw,Rapid,draw,3,French Defense: Steinitz Attack,draw,61,beezeman1,1570,nakuradesu,1352
18210,EBWdJxbH,Rapid,mate,1,Van't Kruijs Opening,black,36,nakuradesu,1357,beezeman1,1565
18211,r0KurW3d,Rapid,resign,3,French Defense: Normal Variation,black,59,momentaemore,1427,nakuradesu,1343
18212,OpvVT9RE,Rapid,mate,1,Van't Kruijs Opening,white,85,ndnaren,1486,nakuradesu,1350
18213,4ydv34Fc,Rapid,mate,2,Horwitz Defense,white,33,oceanomaroceano,1325,nakuradesu,1362
18214,LkCrXLO7,Rapid,resign,3,French Defense: Queen's Knight,white,67,beaugency,1627,nakuradesu,1366
18215,hoYN1qZw,Blitz,resign,3,French Defense: Knight Variation,black,16,joca552000,1421,nakuradesu,1354
18216,VrrG44Jg,Rapid,resign,3,French Defense: Knight Variation,black,66,totiagos,1277,nakuradesu,1345
18217,ZXduU8eq,Rapid,mate,4,French Defense: Mediterranean Defense,white,45,obito2331,1377,nakuradesu,1355
18218,AwJqyrLA,Blitz,mate,1,Van't Kruijs Opening,black,38,nakuradesu,1365,urncat,1388
18219,jGZp1gDs,Blitz,mate,1,Van't Kruijs Opening,black,54,roooooook,1459,nakuradesu,1351
18220,LYE0opO1,Classical,mate,3,Queen's Pawn Game #2,white,47,nakuradesu,1340,gaston2017,1341
18221,rfZGjL8k,Blitz,resign,4,Queen's Pawn Game #3,black,88,nakuradesu,1353,buszmenik,1288
18222,cX2O7LDZ,Classical,resign,2,English Opening: Anglo-Scandinavian Defense,black,25,lutinmarseille,1317,nakuradesu,1343
18223,M42PyPoa,Blitz,outoftime,2,French Defense #2,white,115,audrys,1418,nakuradesu,1343
18224,X5FUAFqU,Rapid,mate,4,Queen's Pawn Game #3,black,50,nakuradesu,1354,norrin,1360
18225,qXq417tc,Rapid,resign,4,Scandinavian Defense: Mieses-Kotroc Variation,white,53,battal44,1373,nakuradesu,1357
18226,ISKDhjhy,Rapid,resign,5,Queen's Pawn Game: Stonewall Attack,black,102,nakuradesu,1363,muhammadnablsi,1238
18227,zZ3JeJSz,Classical,resign,3,Alekhine Defense: John Tracy Gambit,black,52,tigerhappy,1254,nakuradesu,1354
18228,LtgY52eZ,Blitz,mate,1,Grob Opening,white,55,kingsforqueens,1179,nakuradesu,1371
18229,c0OR5cUH,Blitz,outoftime,2,Zukertort Opening: Pirc Invitation,black,46,schams76,1381,nakuradesu,1359
18230,IFXc12eJ,Blitz,mate,3,Queen's Pawn Game #2,black,56,nakuradesu,1374,rpm007,1272
18231,wrUGowWQ,Blitz,outoftime,4,Sicilian Defense: French Variation,white,109,granmagister,1639,satanrogue99,1656
18232,nHSnrCha,Rapid,mate,1,Anderssen Opening,white,35,satanrogue99,1641,abayanko,1490
18233,yzJrB5Ws,Rapid,mate,1,Anderssen Opening,white,63,satanrogue99,1636,johnthedon97,1260
18234,OhQSh8yv,Classical,resign,1,Anderssen Opening,white,20,satanrogue99,1625,rodrigodearaujo,1378
18235,YkmRYw0j,Blitz,mate,3,King's Pawn Game: Nimzowitsch Defense,white,59,antonios,1845,satanrogue99,1638
18236,1DngyzrL,Blitz,mate,9,Semi-Slav Defense: Main Line,black,64,satanrogue99,1654,antonios,1839
18237,8K4BUCPt,Blitz,mate,1,Anderssen Opening,black,70,satanrogue99,1696,aidynnur,1563
18238,bBHNIBpW,Rapid,mate,2,Indian Game,black,130,ofirkr,1661,jeepitou,1664
18239,en27g30Z,Rapid,mate,4,East Indian Defense,black,78,nesta002,1630,jeepitou,1642
18240,hKwPj8Go,Rapid,mate,8,Pirc Defense: Classical Variation,black,76,the-hacker,1284,jeepitou,1639
18241,tlZuMvg7,Rapid,resign,3,Sicilian Defense: Closed Variation,white,36,jeepitou,1636,craihnt,1260
18242,ZMcxzky3,Rapid,resign,3,King's Knight Opening,white,37,jeepitou,1629,satyam1527sr,1450
18243,lZNFIJ2u,Rapid,mate,6,King's Gambit Accepted |  Schallopp Defense,white,31,jeepitou,1615,aghagoll,1673
18244,KN2nh52B,Rapid,mate,2,Pirc Defense #4,white,117,yura01061977,1666,jeepitou,1626
18245,vmnq5ucy,Rapid,resign,6,Russian Game: Damiano Variation,white,60,morinerine,864,jeepitou,1651
18246,SUKmDczG,Rapid,resign,7,Caro-Kann Defense: Panov Attack #2,white,29,jeepitou,1650,morinerine,864
18247,JuAw8hpr,Classical,resign,3,Sicilian Defense: Smith-Morra Gambit #2,white,51,swingnoodle,1305,jeepitou,1671
18248,kYrQeky3,Classical,mate,6,Italian Game: Anti-Fried Liver Defense,white,39,jeepitou,1669,swingnoodle,1308
18249,XIzN1lJL,Rapid,draw,2,Pirc Defense #4,draw,89,jd22,1591,jeepitou,1671
18250,jYDlqTmQ,Rapid,resign,2,Pirc Defense #4,white,85,tfwpawn,1632,jeepitou,1684
18251,nwzblVm6,Rapid,mate,12,Pirc Defense: Classical Variation |  Quiet System |  Chigorin Line,white,61,roholla,1777,jeepitou,1693
18252,uvH5arXE,Rapid,resign,4,Pirc Defense,black,126,albyrani,1523,jeepitou,1687
18253,HCpFfiVF,Rapid,mate,7,Ruy Lopez: Schliemann Defense |  Jaenisch Gambit Accepted,white,15,jeepitou,1680,albyrani,1530
18254,9Ir0slQt,Rapid,resign,5,Torre Attack,white,55,skhad,1632,jeepitou,1693
18255,4kihBn2a,Rapid,draw,9,Pirc Defense: Classical Variation |  Quiet System,draw,113,mrgun,1711,jeepitou,1693
18256,nXVDNcv0,Rapid,mate,5,Sicilian Defense: Smith-Morra Gambit,black,56,jeepitou,1708,houdani,1615
18257,rwgwZFR8,Rapid,resign,8,Pirc Defense: Classical Variation,white,30,oink_oink_iam_pigman,1999,jeepitou,1712
18258,XbnENlTy,Rapid,resign,13,King's Indian Defense: Saemisch Variation |  Closed Variation,white,85,annapurnai,1636,jeepitou,1727
18259,mYk8sfgo,Rapid,resign,9,French Defense: Advance Variation |  Paulsen Attack,black,125,jeepitou,1743,annapurnai,1622
18260,RwVGnQ8D,Rapid,resign,2,Indian Game,black,48,awdesq12,1614,jeepitou,1735
18261,d13K0mQT,Rapid,mate,2,Queen's Pawn,white,65,banditos,1561,stitch_13,1299
18262,hKZXbiBM,Rapid,resign,2,Queen's Pawn Game,black,62,stitch_13,1301,macuv,1687
18263,5EkqyPdN,Rapid,resign,4,Rat Defense: Small Center Defense,white,96,fortuna01,1630,stitch_13,1305
18264,MvGN6QUO,Rapid,mate,1,Mieses Opening,black,36,stitch_13,1320,david_saez,1223
18265,lOMR6Q2s,Rapid,outoftime,2,Horwitz Defense,black,62,stitch_13,1327,fernandowolf,1506
18266,r9Ak7YtW,Rapid,resign,5,Scotch Game,white,75,victorfofao,1517,stitch_13,1333
18267,8VfmTTJV,Rapid,mate,2,Mieses Opening: Reversed Rat,black,160,stitch_13,1336,koskor,1705
18268,guYJo9cO,Rapid,resign,2,Queen's Pawn Game,black,48,stitch_13,1345,wanderson74,1448
18269,1FhMtftj,Rapid,resign,3,King's Pawn Game: King's Head Opening #2,black,86,kavurur,1465,stitch_13,1287
18270,k8u4SC3k,Rapid,resign,4,Rat Defense: Small Center Defense,white,71,chilamhirakani,1559,stitch_13,1292
18271,tlgtUT1X,Rapid,mate,4,Rat Defense: Small Center Defense,white,57,kingestee33,1404,stitch_13,1300
18272,VUU4p9h6,Rapid,resign,1,Mieses Opening,black,58,stitch_13,1304,ricky_77,1646
18273,6gcZ6qX7,Rapid,mate,2,Old Benoni Defense,black,126,stitch_13,1307,sony1977,1631
18274,RqJzPGA5,Rapid,draw,1,Mieses Opening,draw,98,stitch_13,1306,jbremse,1325
18275,iO9kF8tj,Rapid,mate,6,Philidor Defense: Hanham Variation,white,155,marytemelnikaite,1471,stitch_13,1314
18276,gbgnjbNI,Rapid,resign,1,Hungarian Opening,black,48,bboritz,1266,stitch_13,1302
18277,ZtVuFECP,Rapid,resign,3,Queen's Pawn Game #2,white,31,stitch_13,1291,jeanaymar,1246
18278,FybMg6Rv,Rapid,resign,2,Mieses Opening: Reversed Rat,black,20,stitch_13,1307,abolfazlm72,1212
18279,nhq9awB5,Rapid,draw,3,King's Pawn Game: Wayward Queen Attack,draw,20,nitheshgudar,1297,stitch_13,1308
18280,38ykyCNO,Rapid,mate,4,Queen's Pawn Game #3,black,118,stitch_13,1319,robertlemalin,1368
18281,lnvGsZGT,Rapid,resign,3,Indian Game: Normal Variation,black,70,mlujanove,1639,stitch_13,1296
18282,BiM9Wrvr,Rapid,mate,2,Queen's Pawn Game,black,32,stitch_13,1286,bet,1730
18283,MMELMVEy,Rapid,resign,2,Pirc Defense #4,white,47,jasur1111,1715,stitch_13,1289
18284,IFanZ6Do,Rapid,mate,1,Mieses Opening,white,103,stitch_13,1264,housssam,1792
18285,mv5f8CLk,Rapid,resign,2,Englund Gambit,white,111,stitch_13,1239,vusalrasulzade,1211
18286,MOgMOpDe,Rapid,mate,2,French Defense #2,white,57,ashu_john,1455,stitch_13,1245
18287,tFagRWln,Rapid,resign,1,Mieses Opening,black,86,stitch_13,1261,michael12345,1639
18288,mbKyVXW4,Rapid,outoftime,4,Petrov's Defense,white,83,stitch_13,1238,sirius_2016,1665
18289,IARFuAEL,Rapid,resign,3,King's Knight Opening,black,25,squaling,1425,stitch_13,1220
18290,LcKbtZKS,Rapid,resign,2,Indian Game,black,114,stitch_13,1224,vdn,1506
18291,7QrdnbRb,Rapid,outoftime,2,Mieses Opening: Reversed Rat,white,123,stitch_13,1205,dodikavgn,1421
18292,WxJk6v8Q,Rapid,mate,2,Horwitz Defense,white,65,triplekriz,1605,stitch_13,1207
18293,VESb9awj,Rapid,mate,3,French Defense: Knight Variation,white,69,omara33718,1943,stitch_13,1207
18294,mjGbn6SI,Rapid,mate,1,Mieses Opening,black,74,stitch_13,1210,nightraiser,1604
18295,Wzrfe18O,Rapid,mate,2,Queen's Pawn,white,51,cr2015,1682,stitch_13,1211
18296,JI6g3u6f,Rapid,resign,2,Mieses Opening: Reversed Rat,black,102,stitch_13,1212,talisman159,1946
18297,vJP9nxFp,Rapid,mate,3,King's Pawn Game: Tortoise Opening,white,25,yusufakkar,1397,stitch_13,1218
18298,pd12w5Nq,Rapid,mate,3,King's Knight Opening,white,43,kennedy_mayor,1609,stitch_13,1203
18299,sBSbYjw9,Rapid,draw,2,Queen's Pawn Game,draw,124,stitch_13,1204,itaembu123,1170
18300,RyKNLjnK,Rapid,outoftime,1,Nimzo-Larsen Attack,white,123,deniskaz,1306,stitch_13,1212
18301,6gmLg92l,Rapid,resign,9,Russian Game: Classical Attack,black,16,shayan2000,1558,rishirajbaul,1882
18302,Qcr0AOQy,Rapid,resign,9,Russian Game: Nimzowitsch Attack,white,45,omidream1,1859,rishirajbaul,1895
18303,V68ZcPmq,Classical,resign,15,Russian Game: Classical Attack |  Chigorin Variation,white,69,armangoli,1951,rishirajbaul,1893
18304,XyO8v4NC,Rapid,outoftime,4,King's Indian Attack,white,41,rishirajbaul,1887,srilahari,1699
18306,y2lwJOkK,Rapid,resign,5,Russian Game: Three Knights Game,white,55,dukado,1725,rishirajbaul,1905
18308,uqq57W3V,Rapid,outoftime,1,Van't Kruijs Opening,black,136,tanganika,1401,artem555,1618
18309,eBRGiAzm,Rapid,resign,5,Three Knights Opening,black,74,artem555,1632,cemki22,1533
18310,VjoCeF7u,Rapid,draw,5,Caro-Kann Defense: Exchange Variation,draw,45,cemki22,1530,artem555,1635
18311,2ZN3l5z4,Rapid,resign,5,King's Pawn Game: Tayler Opening,black,50,artem555,1654,personalidad,1368
18312,bK1u2wYn,Rapid,resign,5,Three Knights Opening,white,95,artem555,1647,brandon998877,1531
18313,PgCQgXoQ,Rapid,resign,3,King's Indian Attack,black,154,cleverhero,1494,artem555,1640
18314,6EkLMmU5,Rapid,resign,4,Philidor Defense #2,black,108,agustin1974,1539,artem555,1632
18315,Q5FXOu1K,Rapid,outoftime,7,Slav Defense: Three Knights Variation,draw,118,tisa67,1820,artem555,1616
18316,BPg0pKCL,Rapid,mate,6,Four Knights Game,white,109,artem555,1606,masoudnahalparvar1,1594
18317,09fzI0ta,Rapid,resign,4,Queen's Gambit Declined,white,55,artem555,1594,justello99,1608
18318,l6ld8oKZ,Rapid,mate,3,Blackmar-Diemer Gambit,white,115,suryavarchasvin,1621,artem555,1605
18320,n2xDm4uq,Rapid,mate,4,Sicilian Defense,black,100,artem555,1589,mr_poleanu,1928
18321,5iRRxP6f,Rapid,resign,3,Alekhine Defense: Maroczy Variation,white,39,artem555,1581,azola,1493
18322,GWyebKUp,Rapid,resign,3,Caro-Kann Defense: Breyer Variation,black,36,josip111,1523,artem555,1571
18323,UAyNP5uD,Rapid,resign,4,Queen's Pawn Game: Chigorin Variation,black,10,del157,1248,artem555,1568
18324,FUtKNNSf,Rapid,mate,4,Scandinavian Defense: Mieses-Kotroc Variation,white,59,artem555,1564,inmal,1318
18325,0vSN6TVh,Rapid,resign,4,Philidor Defense #2,black,92,artem555,1582,crisis2016,1590
18326,TJeQKTDp,Rapid,mate,4,Philidor Defense #2,black,210,scanjet1,1600,artem555,1571
18327,z8ilhy4G,Rapid,mate,4,Sicilian Defense: Closed Variation |  Traditional,white,83,artem555,1555,madhusudanverma,1711
18329,ZOQ2DVKU,Rapid,mate,4,Philidor Defense #2,black,120,wiryo12,1584,artem555,1543
18330,V5qVe62M,Rapid,mate,5,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,white,147,artem555,1536,deep108,1500
18331,SFhda91Z,Classical,mate,8,Caro-Kann Defense: Karpov Variation,white,45,appanov,1594,artem555,1545
18332,nSvKFzXI,Classical,draw,4,Philidor Defense #2,draw,63,artem555,1546,pavan_iitg,1522
18333,Wk7jfbfU,Rapid,resign,4,Sicilian Defense,white,71,manish_007,1575,artem555,1566
18334,dVmZHywv,Classical,mate,4,Philidor Defense #2,black,116,hakanclkrs,1562,artem555,1554
18335,nKlIr6Zd,Classical,resign,6,Queen's Gambit Declined: Normal Defense,black,40,artem555,1567,charlysunday,1520
18337,YgTzTknz,Rapid,draw,6,Three Knights Opening: Steinitz Defense,draw,107,artem555,1566,regaguay,1585
18339,lNZODk1a,Rapid,mate,1,Hungarian Opening,black,72,nitzs,1538,artem555,1556
18340,FGogIXAR,Rapid,mate,4,Queen's Pawn Game: Chigorin Variation,white,183,supergood,1714,lastor,1705
18341,RDUdF9Ne,Rapid,resign,6,Italian Game: Anti-Fried Liver Defense,black,88,anakonda50,1587,cutiepanda,1557
18342,bUpDYr3A,Rapid,resign,5,Nimzo-Larsen Attack: Modern Variation #4,white,14,fitricter,1653,cutiepanda,1566
18343,kEdeBBCe,Rapid,resign,8,Blackmar-Diemer Gambit Declined |  Lamb Defense,white,52,sani6236,1546,cutiepanda,1579
18344,ms8TPJJk,Rapid,resign,4,Philidor Defense #2,black,74,cutiepanda,1596,zviad2016,1441
18345,PkFDxJbI,Rapid,resign,4,Philidor Defense #2,white,25,cutiepanda,1582,slawek123,1634
18346,JeCmpjII,Rapid,resign,4,Philidor Defense #2,black,59,cutiepanda,1586,carlosortizgarrido,1863
18347,FULn62Wp,Rapid,mate,8,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,white,45,ea26,1717,cutiepanda,1595
18348,cnd2Xdbj,Rapid,mate,6,Ponziani Opening: Jaenisch Counterattack,white,39,ambitious,2029,cutiepanda,1597
18349,jDBTE5oq,Rapid,resign,6,Italian Game: Anti-Fried Liver Defense,white,43,anirban007,1686,cutiepanda,1606
18350,Yu7Vd6jJ,Rapid,draw,8,Four Knights Game: Spanish Variation |  Rubinstein Variation,draw,169,cutiepanda,1604,chemistry4ever,1681
18351,9bMxRXSp,Rapid,resign,6,King's Gambit Accepted |  MacLeod Defense,white,56,silvio_pao,1615,cutiepanda,1623
18352,2uJr59Yp,Rapid,mate,4,Philidor Defense #2,black,154,cutiepanda,1628,doktorcar,1856
18357,Rz20eEWW,Rapid,resign,6,Sicilian Defense: Hyperaccelerated Pterodactyl,white,57,chesswithmom,2294,gedionzelalemafc,1742
18367,97n4wfCy,Rapid,resign,3,King's Pawn Game: Wayward Queen Attack,white,8,shew,1175,stutberidze,1111
18368,lsHOzSB0,Rapid,resign,3,Bishop's Opening,white,39,stutberidze,1076,pedrovenanci,1440
18369,pXr0sgh6,Rapid,resign,4,King's Knight Opening: Normal Variation,white,28,ionan,1221,stutberidze,1088
18373,wKuJGKL4,Rapid,resign,4,Bishop's Opening: Khan Gambit,black,53,stutberidze,1080,mirelladp,1080
18374,HaMYQPRv,Rapid,resign,2,French Defense #2,white,19,jr84,1793,stutberidze,1081
18375,e0GriaVT,Classical,resign,7,Catalan Opening: Closed Variation,white,43,riverside_monkey,2364,szachistaiczysta,1703
18376,ShWR98gz,Classical,resign,9,French Defense: Advance Variation |  Paulsen Attack,black,48,szachistaiczysta,1704,riverside_monkey,2363
18377,F4vARcWZ,Classical,resign,8,French Defense: Tarrasch Variation |  Guimard Defense |  Main Line,black,35,le_spinoziste,2008,riverside_monkey,2358
18378,TVqMeIID,Blitz,resign,8,French Defense: Tarrasch Variation |  Guimard Defense |  Main Line,black,79,mnm,2010,riverside_monkey,2353
18379,0gEjhTJc,Blitz,resign,4,Queen's Pawn Game #3,black,80,karenesteves2,1982,riverside_monkey,2348
18380,myDymqFi,Blitz,resign,4,Queen's Gambit Declined,white,73,riverside_monkey,2344,karenesteves2,1984
18381,Im7hTETj,Blitz,resign,7,Blackmar-Diemer Gambit: von Popiel Gambit,black,70,karenesteves2,1987,riverside_monkey,2339
18382,qNaMgMIU,Blitz,resign,5,French Defense: Exchange Variation,black,90,josicgoran,1837,riverside_monkey,2337
18385,yydbFYAQ,Classical,resign,2,Owen Defense,white,123,magnet666,1976,matemaatiikkabrah,1925
18386,KOAX0ZFE,Classical,resign,2,Nimzo-Larsen Attack: Indian Variation,white,59,matemaatiikkabrah,1687,magnet666,2043
18387,s5QHBuI5,Classical,draw,4,Bishop's Opening: Berlin Defense,draw,98,vladimirsunrise,1557,basakcesur,1823
18388,gcCFO2ZZ,Rapid,draw,5,Scandinavian Defense: Modern Variation,draw,33,basakcesur,1831,aldote,1572
18391,wbSrd2Nq,Rapid,mate,3,Englund Gambit Declined |  Reversed French,black,32,javichoo,1162,basakcesur,1830
18392,GC9zVaEc,Rapid,draw,4,Scandinavian Defense: Mieses-Kotroc Variation,draw,187,basakcesur,1829,siddheshh,1874
18393,H9SX6ZXs,Rapid,resign,4,Bishop's Opening: Berlin Defense,black,74,meowingtons,1772,basakcesur,1818
18394,cHRe3f10,Rapid,mate,9,Sicilian Defense: Kan Variation |  Knight Variation,black,170,basakcesur,1827,nerceiram,1924
18395,aUbVOiiq,Rapid,resign,9,Ruy Lopez: Morphy Defense,black,46,art1988,1805,basakcesur,1815
18396,3hS4sf6G,Rapid,mate,13,French Defense: Steinitz Variation |  Boleslavsky Variation,black,134,basakcesur,1818,warshoe,2221
18397,lnfgSpOC,Rapid,mate,9,Italian Game: Classical Variation |  Giuoco Pianissimo,white,63,yolcuchess,2162,basakcesur,1821
18398,q2aCnw2B,Rapid,resign,8,Philidor Defense: Exchange Variation,white,89,basakcesur,1811,kailashraj,1728
18399,MPdqdAns,Rapid,resign,6,King's Gambit |  Falkbeer Countergambit |  Staunton Line,black,68,octavia,1531,basakcesur,1807
18400,ADxInKVs,Rapid,mate,5,King's Gambit |  Falkbeer Countergambit |  Hinrichsen Gambit,black,156,ballamut,1847,basakcesur,1793
18401,I4GOywkA,Rapid,resign,5,Philidor Defense,white,26,basakcesur,1781,doktorcar,1791
18402,Ugve7WE3,Rapid,outoftime,9,Ruy Lopez: Morphy Defense |  Jaffe Gambit,draw,141,dronestryk,1648,basakcesur,1785
18408,XEbLK0H2,Blitz,draw,11,French Defense: Advance Variation |  Main Line,draw,120,basakcesur,1782,ght1,1874
18409,aVi3zJny,Rapid,mate,4,King's Pawn Game: Busch-Gass Gambit,white,95,basakcesur,1764,alaclan,1919
18411,DyNDPL5S,Blitz,outoftime,9,King's Indian Defense: Four Pawns Attack,black,38,wack,1858,basakcesur,1748
18413,8fwUkqK9,Rapid,resign,4,King's Knight Opening: Normal Variation,black,48,medzayene,1090,basakcesur,1747
18415,oWyfMUNx,Rapid,outoftime,3,Indian Game: Tartakower Attack,black,76,anmas45,1678,basakcesur,1737
18416,6tUohaDT,Rapid,mate,3,Zukertort Opening: Tennison Gambit,white,103,basakcesur,1732,chessplayer1010,1460
18417,zc8JdoH4,Rapid,draw,6,Italian Game: Schilling-Kostic Gambit,draw,81,basakcesur,1732,adam22,1752
